name,Fermeture_Estivale,colors,longitude,latitude
Centre de la Croix Rouge - Vieux Nice,Fermé,red,7.278331299999999,43.69864119999999
Centre distribution Villefranche sur mer,Ouvert,green,7.3092584,43.70249359999999
"Centre d'Accueil, de Soins et d'Orientation (CASO)  - Nice",Ouvert,green,7.247349799999999,43.6924447
Centre d'hébergement d'urgence Abbé Pierre - Nice,Ouvert,green,7.257676099999999,43.705847
Centre d'accueil de jour du XVème corps,Ouvert,green,7.2801088,43.7076369
Centre d'hébergement - El Nouzah,Ouvert,green,7.2776798,43.7072635
Douches municipales - Vieux Nice,Ouvert,green,7.276044000000001,43.6977073
Centre d'activités Restos du Coeur - Nice Dabray,Ouvert,green,7.2567307,43.7072621
La Cimade / Coviam - Nice,Ouvert,green,7.2642164,43.6988378
Secours populaire - Antibes,Ouvert,green,7.1172858,43.5756065
Secours populaire - Cagnes sur mer,Ouvert,green,7.123802,43.664791
Comité du Secours populaire - Cannes La Bocca,Ouvert,green,6.979765599999999,43.5486387
Secours populaire - Grasse,Ouvert,green,6.921090899999999,43.6533726
Secours populaire - Nice Vernier,Ouvert,green,7.2578005,43.70680910000001
Secours populaire - Antenne étudiante - Carlone,Ouvert,green,7.238822,43.692773
Antenne du Secours populaire de Saint André de la Roche,Ouvert,green,7.288185900000001,43.7357876
Centre d'activités Restos du Coeur - Vence,Ouvert,green,7.115973800000002,43.72213920000001
"Restaurant solidaire ""La Table de Jorge"" - Nice ",Ouvert,green,7.257278500000001,43.6959402
Epicerie et friperie solidaires du Forum Jorge François - Nice,Ouvert,green,7.256967699999998,43.696161
Restaurant Bethanie de l'Armée du Salut - Nice,Ouvert,green,7.2782039,43.6984548
Distribution alimentaire - CAJ,Ouvert,green,7.2801088,43.7076369
Distribution alimentaire - Thiole,Ouvert,green,7.262227500000001,43.7095697
Distribution alimentaire - Fodéré,Ouvert,green,7.2859827,43.69899100000001
Maison des solidarités départementales (MSD) - Antibes,Ouvert,green,7.1195764,43.5832726
Maison des solidarités départementales (MSD) - Cagnes sur Mer,Ouvert,green,7.171052800000001,43.6646391
Maison des solidarités départementales (MSD) - Cannes,Ouvert,green,7.0239444,43.5646352
Maison des solidarités départementales (MSD) - Grasse,Ouvert,green,6.9212313,43.6549595
